2600 2.25404 2253.14 1
2601 2.25405 2253.06 1
2602 2.25405 2253.19 1
2603 2.25404 2253.21 1
2604 2.25404 2253.14 1
2605 2.25403 2252.94 1
2606 2.25405 2253.18 1
2607 2.25404 2253.32 1
2608 2.25404 2253.11 1
2609 2.25405 2253.32 1
2610 2.25405 2253.3 1
2611 2.25404 2253.31 1
2612 2.25404 2253.25 1
2613 2.25404 2252.94 1
2614 2.25404 2252.94 1
2615 2.25404 2252.94 1
2616 2.25404 2252.94 1
2617 2.25404 2252.94 1
2618 2.25403 2252.94 1
2619 2.25403 2252.94 1
2620 2.25404 2252.94 1
2621 2.25404 2252.94 1
2622 2.25404 2252.94 1
2623 2.25404 2253.35 1
2624 2.25404 2253.23 1
2625 2.25404 2253.12 1
2626 2.25404 2253.33 1
2627 2.25404 2253.41 1
2628 2.25405 2253.41 1
2629 2.25404 2253.43 1
2630 2.25405 2252.94 1
2631 2.08066 2253.27 1
2632 2.25405 2253.2 1
2633 2.25397 2253.27 1
2634 2.25396 2253.27 1
2635 2.25396 2253.21 1
2636 2.25396 2253.28 1
2637 2.25396 2252.94 1
2638 2.25396 2252.94 1
2639 2.25397 2253.29 1
2640 2.25397 2253.29 1
2641 2.25396 2253.29 1
2642 2.25397 2253.28 1
2643 2.25397 2252.94 1
2644 2.25397 2252.94 1
2645 2.01247 2253.15 1
2646 2.25397 2253.02 1
2647 2.25397 2253.24 1
2648 2.25396 2252.94 1
2649 2.25302 2252.97 1
2650 2.22735 2253.13 1
2651 2.22735 2253.11 1
2652 2.2267 2253.35 1
2653 2.2267 2253.31 1
2654 2.19999 2252.94 1
2655 2.19999 2252.94 1
2656 2.19999 2253.33 1
2657 2.2 2253.37 1
2658 2.2 2249.22 1
2659 2.19999 2253.42 1
2660 2.19999 2253.66 1
2661 2.19999 2253.37 1
2662 2.19999 2252.94 1
2663 2.19999 2253.27 1
2664 2.19999 2253.42 1
2665 2.2 2253.12 1
2666 2.2 2253.08 1
2667 2.2 2253.22 1
2668 2.19999 2253.29 1
2669 2.19999 2253.29 1
2670 2.19999 2253.3 1
2671 2.19999 2253.42 1
2672 2.19999 2253.42 1
2673 2.19999 2253.42 1
2674 2.19999 2253.42 1
2675 2.19999 2253.41 1
2676 2.2 2253.29 1
2677 2.19999 2253.26 1
2678 2.19999 2253.38 1
2679 2.2 2253.13 1
2680 2.19999 2253.38 1
2681 2.25104 2253.33 1
2682 2.25105 2253.16 1
2683 2.25102 2253.2 1
2684 2.25102 2253.27 1
2685 2.25103 2253.29 1
2686 1.96965 2253.36 1
2687 2.25103 2253.28 1
2688 2.25103 2253.17 1
2689 2.25101 2253.1 1
2690 2.25097 2253.1 1
2691 2.25096 2253.09 1
2692 2.25096 2253.08 1
2693 2.25096 2253.13 1
2694 2.25097 2253.36 1
2695 2.25097 2253.35 1
2697 1.9294 2253.35 1
2698 2.25096 2253.15 1
2699 2.25097 2253.35 1
2700 2.25097 2253.37 1
2701 2.25097 2253.38 1
2702 2.25097 2253.38 1
2703 2.25096 2253.38 1
2704 2.25097 2253.35 1
2705 2.25097 2253.38 1
2706 2.25097 2253.25 1
2707 2.25097 2253.39 1
2708 2.24705 2253.37 1
2709 2.24623 2253.38 1
2710 2.34104 2253.37 1
2711 2.34105 2253.38 1
2712 2.34105 2253.44 1
2713 2.31984 2253.38 1
2714 1.15934 2253.39 1
2715 2.31901 2253.37 1
2716 2.31901 2253.37 1
2717 2.319 2253.37 1
2718 2.29597 2253.39 1
2719 2.29598 2253.37 1
2720 2.29598 2253.35 1
2721 2.29598 2253.41 1
2722 2.27398 2253.42 1
2723 2.27397 2253.38 1
2724 2.27397 2253.36 1
2725 2.25098 2253.25 1
2726 2.25094 2253.38 1
2727 2.25094 2253.37 1
2728 2.25094 2253.38 1
2729 2.25094 2253.36 1
2730 2.25094 2253.37 1
2731 2.25094 2253.26 1
2732 2.25094 2253.36 1
2733 2.25094 2253.38 1
2734 2.25094 2253.36 1
2735 2.22804 2253.38 1
2736 2.22802 2253.38 1
2737 2.22802 2253.37 1
2738 2.20597 2253.37 1
2739 2.20596 2253.35 1
2740 2.20596 2253.37 1
2741 2.18297 2253.35 1
2742 2.18297 2253.37 1
2743 2.18297 2253.36 1
2744 2.16096 2253.35 1
2745 2.16097 2253.32 1
2746 2.16098 2253.37 1
2747 2.14998 2253.37 1
2748 2.14994 2253.35 1
2749 2.14994 2253.34 1
2750 2.14994 2253.36 1
2751 2.25097 2252.94 1
2752 2.25097 2253.25 1
2753 2.25097 2253.31 1
2754 2.22798 2253.39 1
2756 2.22798 2253.38 1
2757 2.22798 2253.33 1
2758 2.22798 2253.31 1
2759 2.22798 2253.31 1
2760 2.22799 2253.09 1
2761 2.22798 2253.11 1
2762 2.22798 2253.28 1
2763 2.22798 2253.32 1
2764 2.22799 2253.29 1
2765 2.22799 2253.29 1
2766 2.22798 2253.3 1
2767 2.22798 2253.04 1
2768 2.22799 2252.94 1
2769 2.22798 2252.96 1
2770 2.22799 2253.33 1
2771 2.22798 2252.94 1
2772 2.22798 2252.94 1
2773 2.22799 2252.94 1
2774 2.22799 2252.94 1
2775 2.22798 2252.94 1
2776 2.22799 2252.94 1
2777 2.22798 2252.94 1
2778 2.22798 2253.23 1
2779 2.22798 2253.28 1
2780 2.22799 2253.18 1
2781 2.22798 2253.27 1
2782 2.22798 2253.28 1
2783 2.22798 2253.09 1
2784 2.22798 2253.29 1
2785 2.22798 2253.29 1
2786 2.22799 2253.25 1
2787 2.22799 2253.37 1
2788 2.22799 2253.37 1
2789 2.22799 2253.38 1
2790 2.22798 2253.28 1
2791 2.22798 2253.27 1
2792 2.22798 2253.31 1
2793 2.22798 2252.94 1
2794 2.22798 2252.94 1
2795 2.22799 2253.11 1
2796 2.22799 2253.31 1
2797 2.22799 2253.23 1
2798 2.22799 2253.2 1
2799 2.22799 2253.17 1
2800 2.22798 2253.2 1
2801 2.22799 2253.07 1
2802 2.22799 2253.29 1
2803 2.22799 2253.25 1
2804 2.22798 2253.25 1
2805 2.22798 2253.32 1
2806 2.22799 2253.31 1
2807 2.22799 2253.33 1
2808 2.22799 2253.31 1
2809 2.22799 2253.3 1
2810 2.22799 2253.22 1
2811 2.22798 2253.3 1
2812 2.22798 2253.32 1
2813 2.22798 2252.94 1
2814 2.22798 2252.94 1
2815 2.22798 2252.94 1
2816 2.22799 2252.94 1
2817 2.22799 2252.94 1
2818 2.22798 2253.15 1
2819 2.22799 2253.0 1
2820 2.22799 2253.25 1
2821 2.22799 2253.12 1
2822 2.22799 2252.98 1
2823 2.22799 2253.13 1
2824 2.22798 2253.12 1
2825 2.22798 2253.03 1
2826 2.22798 2253.12 1
2827 2.22798 2252.97 1
2828 2.22799 2253.0 1
2829 2.22799 2253.0 1
2830 2.22799 2253.2 1
2831 2.22799 2253.04 1
2832 2.22798 2253.04 1
2833 2.22799 2253.01 1
2834 2.22799 2253.09 1
2835 2.22799 2253.05 1
2836 2.22799 2253.04 1
2837 2.22799 2253.06 1
2838 2.25101 2253.05 1
2839 2.25101 2253.07 1
2840 2.25101 2253.08 1
2841 2.25095 2253.03 1
2842 2.25102 2253.03 1
2843 2.25102 2253.11 1
2844 2.25102 2253.06 1
2845 2.25102 2253.14 1
2846 2.25102 2253.19 1
2847 2.25102 2253.13 1
2848 2.25102 2253.09 1
2849 2.25101 2253.11 1
2850 2.25101 2253.07 1
2851 2.25101 2253.13 1
2852 2.25102 2253.07 1
2853 2.25102 2253.09 1
2854 2.25102 2253.1 1
2855 2.25106 2252.94 1
2856 2.25106 2252.94 1
2857 2.25097 2253.12 1
2858 2.25101 2252.94 1
2859 2.25104 2253.32 1
2860 2.25104 2253.23 1
2861 2.25103 2253.29 1
2862 2.16446 2253.14 1
2863 2.25104 2252.94 1
2864 2.06509 2253.14 1
2865 1.50067 2253.11 1
2866 2.25101 2253.11 1
2867 2.251 2253.09 1
2868 2.251 2253.04 1
2869 2.25101 2253.15 1
2870 2.00089 2253.09 1
2871 2.251 2253.21 1
2872 2.25101 2253.28 1
2873 2.25101 2253.28 1
2874 1.8008 2253.19 1
2875 2.25101 2253.14 1
2876 2.04637 2253.07 1
2877 2.25101 2253.19 1
2878 2.25101 2253.2 1
2879 2.25101 2253.19 1
2880 2.25101 2253.21 1
2881 2.2511 2253.22 1
